host_timestamp,x,y,z,in_range,touch,pressure,reset
177825388120500,-96.0,698.0,0,0,0,0,0
177825401757200,-96.0,698.0,0,0,0,0,0
177825418370000,-96.0,698.0,0,0,0,0,0
177825434223400,-96.0,698.0,0,0,0,0,0
177825444220000,-96.0,698.0,0,0,0,0,0
177825454222700,-96.0,698.0,0,0,0,0,0
177825468056800,-96.0,698.0,0,0,0,0,0
177825485605600,-96.0,698.0,0,0,0,0,0
177825502078700,-96.0,698.0,0,0,0,0,0
177825519659200,-96.0,698.0,0,0,0,0,0
177825534931600,-96.0,698.0,0,0,0,0,0
177825544938800,-96.0,698.0,0,0,0,0,0
177825555616900,-96.0,698.0,0,0,0,0,0
177825586653600,-96.0,698.0,0,0,0,0,0
177825602613900,-96.0,698.0,0,0,0,0,0
177825620225100,-96.0,698.0,0,0,0,0,0
177825635493400,-96.0,698.0,0,0,0,0,0
177825650176000,-96.0,698.0,0,0,0,0,0
177825665965100,-96.0,698.0,0,0,0,0,0
177825681334900,-96.0,698.0,0,0,0,0,0
177825701657500,-96.0,698.0,0,0,0,0,0
177825718465700,-96.0,698.0,0,0,0,0,0
177825733055400,-96.0,698.0,0,0,0,0,0
177825750043900,-96.0,698.0,0,0,0,0,0
177825767466700,-96.0,698.0,0,0,0,0,0
177825783983100,-96.0,698.0,0,0,0,0,0
177825800954500,-96.0,698.0,0,0,0,0,0
177825820656900,-96.0,698.0,0,0,0,0,0
177825835430700,-96.0,698.0,0,0,0,0,0
177825851694500,-96.0,698.0,0,0,0,0,0
177825866964900,-96.0,698.0,0,0,0,0,0
177825883178700,-96.0,698.0,0,0,0,0,0
177825900053900,-96.0,698.0,0,0,0,0,0
177825917122700,-96.0,698.0,0,0,0,0,0
177825933761800,-96.0,698.0,0,0,0,0,0
177825949304200,-96.0,698.0,0,0,0,0,0
177825966950700,-96.0,698.0,0,0,0,0,0
177825983428800,-96.0,698.0,0,0,0,0,0
177826001333400,-96.0,698.0,0,0,0,0,0
177826016641800,-96.0,698.0,0,0,0,0,0
177826033756100,-96.0,698.0,0,0,0,0,0
177826049575900,-96.0,698.0,0,0,0,0,0
177826066088200,-96.0,698.0,0,0,0,0,0
177826069621400,-96.0,698.0,0,0,0,0,0
177826082345400,-96.0,698.0,0,0,0,0,0
177826092353800,-96.0,698.0,0,0,0,0,0
177826102356500,-96.0,698.0,0,0,0,0,0
177826115788700,-96.0,698.0,0,0,0,0,0
177826126070600,-96.0,698.0,0,0,0,0,0
177826136067100,-96.0,698.0,0,0,0,0,0
177826150574900,-96.0,698.0,0,0,0,0,0
177826165952200,-96.0,698.0,0,0,0,0,0
177826175959200,-96.0,698.0,0,0,0,0,0
177826185964900,-96.0,698.0,0,0,0,0,0
177826199807000,-96.0,698.0,0,0,0,0,0
177826209819600,-96.0,698.0,0,0,0,0,0
177826220274400,-96.0,698.0,0,0,0,0,0
177826232917000,-96.0,698.0,0,0,0,0,0
177826242921700,-96.0,698.0,0,0,0,0,0
177826252931000,-96.0,698.0,0,0,0,0,0
177826266874500,-96.0,698.0,0,0,0,0,0
177826284079000,-96.0,698.0,0,0,0,0,0
177826286971300,-96.0,698.0,0,0,0,0,0
177826298549500,-96.0,698.0,0,0,0,0,0
177826308580200,-96.0,698.0,0,0,0,0,0
177826318587000,-96.0,698.0,0,0,0,0,0
177826332216100,-96.0,698.0,0,0,0,0,0
177826342221700,-96.0,698.0,0,0,0,0,0
177826352234700,-96.0,698.0,0,0,0,0,0
177826366459100,-96.0,698.0,0,0,0,0,0
177826376470100,-96.0,698.0,0,0,0,0,0
177826386475800,-96.0,698.0,0,0,0,0,0
177826399453000,-96.0,698.0,0,0,0,0,0
177826409461200,-96.0,698.0,0,0,0,0,0
177826419469800,-96.0,698.0,0,0,0,0,0
177826432294900,-96.0,698.0,0,0,0,0,0
177826442296900,-96.0,698.0,0,0,0,0,0
177826452307800,-96.0,698.0,0,0,0,0,0
177826465352800,-96.0,698.0,0,0,0,0,0
177826475357300,-96.0,698.0,0,0,0,0,0
177826485362500,-96.0,698.0,0,0,0,0,0
177826498929500,-96.0,698.0,0,0,0,0,0
177826508937300,-96.0,698.0,0,0,0,0,0
177826518946700,-96.0,698.0,0,0,0,0,0
177826532433000,-96.0,698.0,0,0,0,0,0
177826542441700,-96.0,698.0,0,0,0,0,0
177826552447300,-96.0,698.0,0,0,0,0,0
177826565640700,-96.0,698.0,0,0,0,0,0
177826575640800,-96.0,698.0,0,0,0,0,0
177826585650300,-96.0,698.0,0,0,0,0,0
177826599657100,-96.0,698.0,0,0,0,0,0
177826609664900,-96.0,698.0,0,0,0,0,0
177826619691200,-96.0,698.0,0,0,0,0,0
177826633049200,-96.0,698.0,0,0,0,0,0
177826643051400,-96.0,698.0,0,0,0,0,0
177826653057800,-96.0,698.0,0,0,0,0,0
177826666623600,-96.0,698.0,0,0,0,0,0
177826676635400,-96.0,698.0,0,0,0,0,0
177826698951600,-96.0,698.0,0,0,0,0,0
177826724218600,-96.0,698.0,0,0,0,0,0
177826734400400,-96.0,698.0,0,0,0,0,0
177826750339800,-96.0,698.0,0,0,0,0,0
177826768496200,-96.0,698.0,0,0,0,0,0
177826783737000,-96.0,698.0,0,0,0,0,0
177826800946600,-96.0,698.0,0,0,0,0,0
177826818250000,-96.0,698.0,0,0,0,0,0
177826833579500,-96.0,698.0,0,0,0,0,0
177826851010300,-96.0,698.0,0,0,0,0,0
177826867034100,-96.0,698.0,0,0,0,0,0
177826883768700,-96.0,698.0,0,0,0,0,0
177826900291300,-96.0,698.0,0,0,0,0,0
177826917162700,-96.0,698.0,0,0,0,0,0
177826935518000,-96.0,698.0,0,0,0,0,0
177826951215500,-96.0,698.0,0,0,0,0,0
177826966967800,-96.0,698.0,0,0,0,0,0
177826984701900,-96.0,698.0,0,0,0,0,0
177826999632900,-96.0,698.0,0,0,0,0,0
177827009637600,-96.0,698.0,0,0,0,0,0
177827019648900,-96.0,698.0,0,0,0,0,0
177827033204500,-96.0,698.0,0,0,0,0,0
177827049584800,-96.0,698.0,0,0,0,0,0
177827053941700,-96.0,698.0,0,0,0,0,0
177827066958300,-96.0,698.0,0,0,0,0,0
177827082286000,-96.0,698.0,0,0,0,0,0
177827092327100,-96.0,698.0,0,0,0,0,0
