host_timestamp,x,y,z,in_range,touch,pressure,reset
177368336227900,-38.0,640.0,0,0,0,0,0
177368355254300,-38.0,640.0,0,0,0,0,0
177368369173400,-38.0,640.0,0,0,0,0,0
177368388476400,-38.0,640.0,0,0,0,0,0
177368407475100,-38.0,640.0,0,0,0,0,0
177368424952400,-38.0,640.0,0,0,0,0,0
177368441645400,-38.0,640.0,0,0,0,0,0
177368457769800,-38.0,640.0,0,0,0,0,0
177368475790500,-38.0,640.0,0,0,0,0,0
177368491541400,-38.0,640.0,0,0,0,0,0
177368507542900,-38.0,640.0,0,0,0,0,0
177368524464400,-38.0,640.0,0,0,0,0,0
177368541730400,-38.0,640.0,0,0,0,0,0
177368558017400,-38.0,640.0,0,0,0,0,0
177368575990900,-38.0,640.0,0,0,0,0,0
177368592259800,-38.0,640.0,0,0,0,0,0
177368606406100,-38.0,640.0,0,0,0,0,0
177368623409200,-38.0,640.0,0,0,0,0,0
177368639111300,-38.0,640.0,0,0,0,0,0
177368657686500,-38.0,640.0,0,0,0,0,0
177368673956300,-38.0,640.0,0,0,0,0,0
177368690859200,-38.0,640.0,0,0,0,0,0
177368708119100,-38.0,640.0,0,0,0,0,0
177368724401100,-38.0,640.0,0,0,0,0,0
177368740795100,-38.0,640.0,0,0,0,0,0
177368756556700,-38.0,640.0,0,0,0,0,0
177368771533800,-38.0,640.0,0,0,0,0,0
177368789437900,-38.0,640.0,0,0,0,0,0
177368806097100,-38.0,640.0,0,0,0,0,0
177368823014100,-38.0,640.0,0,0,0,0,0
177368840277400,-38.0,640.0,0,0,0,0,0
177368856599900,-38.0,640.0,0,0,0,0,0
177368872930100,-38.0,640.0,0,0,0,0,0
177368889233100,-38.0,640.0,0,0,0,0,0
177368906848400,-38.0,640.0,0,0,0,0,0
177368922538600,-38.0,640.0,0,0,0,0,0
177368938543000,-38.0,640.0,0,0,0,0,0
177368954976700,-38.0,640.0,0,0,0,0,0
177368971793100,-38.0,640.0,0,0,0,0,0
177368989093900,-38.0,640.0,0,0,0,0,0
177369004875100,-38.0,640.0,0,0,0,0,0
177369021915400,-38.0,640.0,0,0,0,0,0
177369039087400,-38.0,640.0,0,0,0,0,0
177369055178000,-38.0,640.0,0,0,0,0,0
177369071709400,-38.0,640.0,0,0,0,0,0
177369089525900,-38.0,640.0,0,0,0,0,0
177369106194900,-38.0,640.0,0,0,0,0,0
177369122705100,-38.0,640.0,0,0,0,0,0
177369139393000,-38.0,640.0,0,0,0,0,0
177369156439800,-38.0,640.0,0,0,0,0,0
177369171823100,-38.0,640.0,0,0,0,0,0
177369188617300,-38.0,640.0,0,0,0,0,0
177369205170100,-38.0,640.0,0,0,0,0,0
177369223180600,-38.0,640.0,0,0,0,0,0
177369238496200,-38.0,640.0,0,0,0,0,0
177369255727800,-38.0,640.0,0,0,0,0,0
177369272503200,-38.0,640.0,0,0,0,0,0
177369288044700,-38.0,640.0,0,0,0,0,0
177369298048600,-38.0,640.0,0,0,0,0,0
177369308064100,-38.0,640.0,0,0,0,0,0
177369323420600,-38.0,640.0,0,0,0,0,0
177369339081500,-38.0,640.0,0,0,0,0,0
177369349078300,-38.0,640.0,0,0,0,0,0
177369359081800,-38.0,640.0,0,0,0,0,0
177369372877200,-38.0,640.0,0,0,0,0,0
177369388228600,-38.0,640.0,0,0,0,0,0
177369398227900,-38.0,640.0,0,0,0,0,0
177369408249600,-38.0,640.0,0,0,0,0,0
177369421162100,-38.0,640.0,0,0,0,0,0
177369431240500,-38.0,640.0,0,0,0,0,0
177369441283100,-38.0,640.0,0,0,0,0,0
177369455579000,-38.0,640.0,0,0,0,0,0
177369465578600,-38.0,640.0,0,0,0,0,0
177369476222000,-38.0,640.0,0,0,0,0,0
177369488030400,-38.0,640.0,0,0,0,0,0
177369498084500,-38.0,640.0,0,0,0,0,0
177369508091100,-38.0,640.0,0,0,0,0,0
177369521447900,-38.0,640.0,0,0,0,0,0
177369531493200,-38.0,640.0,0,0,0,0,0
177369541539700,-38.0,640.0,0,0,0,0,0
177369555636300,-38.0,640.0,0,0,0,0,0
177369565639200,-38.0,640.0,0,0,0,0,0
177369575636500,-38.0,640.0,0,0,0,0,0
177369590413300,-38.0,640.0,0,0,0,0,0
177369600422400,-38.0,640.0,0,0,0,0,0
177369610518600,-38.0,640.0,0,0,0,0,0
177369636527700,-38.0,640.0,0,0,0,0,0
177369655123800,-38.0,640.0,0,0,0,0,0
177369672397700,-38.0,640.0,0,0,0,0,0
177369689033100,-38.0,640.0,0,0,0,0,0
177369706669200,-38.0,640.0,0,0,0,0,0
177369722135000,-38.0,640.0,0,0,0,0,0
177369737843800,-38.0,640.0,0,0,0,0,0
177369754707400,-38.0,640.0,0,0,0,0,0
177369772058400,-38.0,640.0,0,0,0,0,0
177369788391300,-38.0,640.0,0,0,0,0,0
177369805680900,-38.0,640.0,0,0,0,0,0
177369821989100,-38.0,640.0,0,0,0,0,0
177369839371300,-38.0,640.0,0,0,0,0,0
177369854664200,-38.0,640.0,0,0,0,0,0
177369872040600,-38.0,640.0,0,0,0,0,0
177369888971800,-38.0,640.0,0,0,0,0,0
177369904415900,-38.0,640.0,0,0,0,0,0
177369922982100,-38.0,640.0,0,0,0,0,0
177369938895500,-38.0,640.0,0,0,0,0,0
177369955765700,-38.0,640.0,0,0,0,0,0
177369972038300,-38.0,640.0,0,0,0,0,0
177369989280700,-38.0,640.0,0,0,0,0,0
177370006762900,-38.0,640.0,0,0,0,0,0
177370021509500,-38.0,640.0,0,0,0,0,0
177370038197000,-38.0,640.0,0,0,0,0,0
177370055509600,-38.0,640.0,0,0,0,0,0
177370071620800,-38.0,640.0,0,0,0,0,0
177370088549200,-38.0,640.0,0,0,0,0,0
177370106253200,-38.0,640.0,0,0,0,0,0
177370122538000,-38.0,640.0,0,0,0,0,0
177370140242800,-38.0,640.0,0,0,0,0,0
177370155247400,-38.0,640.0,0,0,0,0,0
177370171972400,-38.0,640.0,0,0,0,0,0
177370189616200,-38.0,640.0,0,0,0,0,0
177370208601600,-38.0,640.0,0,0,0,0,0
177370243586500,-38.0,640.0,0,0,0,0,0
177370255289400,-38.0,640.0,0,0,0,0,0
177370272072900,-38.0,640.0,0,0,0,0,0
177370290575200,-38.0,640.0,0,0,0,0,0
177370307588600,-38.0,640.0,0,0,0,0,0
177370323564200,-38.0,640.0,0,0,0,0,0
177370340181900,-38.0,640.0,0,0,0,0,0
177370356398800,-38.0,640.0,0,0,0,0,0
177370374181600,-38.0,640.0,0,0,0,0,0
177370390153700,-38.0,640.0,0,0,0,0,0
177370407797800,-38.0,640.0,0,0,0,0,0
177370423002600,-38.0,640.0,0,0,0,0,0
177370441414500,-38.0,640.0,0,0,0,0,0
177370457783000,-38.0,640.0,0,0,0,0,0
177370474738000,-38.0,640.0,0,0,0,0,0
177370491037300,-38.0,640.0,0,0,0,0,0
177370507160000,-38.0,640.0,0,0,0,0,0
177370523339000,-38.0,640.0,0,0,0,0,0
177370539453300,-38.0,640.0,0,0,0,0,0
177370555977400,-38.0,640.0,0,0,0,0,0
177370572139000,-38.0,640.0,0,0,0,0,0
177370588784600,-38.0,640.0,0,0,0,0,0
177370605361500,-38.0,640.0,0,0,0,0,0
177370621700800,-38.0,640.0,0,0,0,0,0
177370638539700,-38.0,640.0,0,0,0,0,0
177370656089700,-38.0,640.0,0,0,0,0,0
177370672256900,-38.0,640.0,0,0,0,0,0
177370688736300,-38.0,640.0,0,0,0,0,0
177370705591200,-38.0,640.0,0,0,0,0,0
177370721843300,-38.0,640.0,0,0,0,0,0
177370739144100,-38.0,640.0,0,0,0,0,0
177370742131200,-38.0,640.0,0,0,0,0,0
177370755462000,-38.0,640.0,0,0,0,0,0
177370765491300,-38.0,640.0,0,0,0,0,0
177370775497300,-38.0,640.0,0,0,0,0,0
177370788754900,-38.0,640.0,0,0,0,0,0
177370798752200,-38.0,640.0,0,0,0,0,0
177370808752500,-38.0,640.0,0,0,0,0,0
177370821488500,-38.0,640.0,0,0,0,0,0
177370831500300,-38.0,640.0,0,0,0,0,0
177370841788600,-38.0,640.0,0,0,0,0,0
177370855523800,-38.0,640.0,0,0,0,0,0
177370865533700,-38.0,640.0,0,0,0,0,0
177370875535100,-38.0,640.0,0,0,0,0,0
177370888870600,-38.0,640.0,0,0,0,0,0
177370898874300,-38.0,640.0,0,0,0,0,0
177370908888600,-38.0,640.0,0,0,0,0,0
177370921682400,-38.0,640.0,0,0,0,0,0
177370931691900,-38.0,640.0,0,0,0,0,0
177370941925800,-38.0,640.0,0,0,0,0,0
177370956108600,-38.0,640.0,0,0,0,0,0
177370966109800,-38.0,640.0,0,0,0,0,0
177370976115100,-38.0,640.0,0,0,0,0,0
177370988400600,-38.0,640.0,0,0,0,0,0
177370998403100,-38.0,640.0,0,0,0,0,0
177371008404100,-38.0,640.0,0,0,0,0,0
177371022180200,-38.0,640.0,0,0,0,0,0
177371032182800,-38.0,640.0,0,0,0,0,0
177371042187400,-38.0,640.0,0,0,0,0,0
177371055668300,-38.0,640.0,0,0,0,0,0
177371065676000,-38.0,640.0,0,0,0,0,0
177371075681200,-38.0,640.0,0,0,0,0,0
177371089097500,-38.0,640.0,0,0,0,0,0
177371099134200,-38.0,640.0,0,0,0,0,0
177371109130100,-38.0,640.0,0,0,0,0,0
177371122778900,-38.0,640.0,0,0,0,0,0
177371132781100,-38.0,640.0,0,0,0,0,0
177371142787500,-38.0,640.0,0,0,0,0,0
177371155296700,-38.0,640.0,0,0,0,0,0
177371165304600,-38.0,640.0,0,0,0,0,0
177371175309300,-38.0,640.0,0,0,0,0,0
177371188819400,-38.0,640.0,0,0,0,0,0
177371198828100,-38.0,640.0,0,0,0,0,0
177371208839600,-38.0,640.0,0,0,0,0,0
177371221951200,-38.0,640.0,0,0,0,0,0
177371231955400,-38.0,640.0,0,0,0,0,0
177371241955300,-38.0,640.0,0,0,0,0,0
177371256184200,-38.0,640.0,0,0,0,0,0
177371266187100,-38.0,640.0,0,0,0,0,0
177371276189200,-38.0,640.0,0,0,0,0,0
177371289515600,-38.0,640.0,0,0,0,0,0
177371300008300,-38.0,640.0,0,0,0,0,0
177371310042400,-38.0,640.0,0,0,0,0,0
177371322402900,-38.0,640.0,0,0,0,0,0
177371332440700,-38.0,640.0,0,0,0,0,0
177371342444700,-38.0,640.0,0,0,0,0,0
177371355982600,-38.0,640.0,0,0,0,0,0
177371365993200,-38.0,640.0,0,0,0,0,0
177371376041800,-38.0,640.0,0,0,0,0,0
177371386049200,-38.0,640.0,0,0,0,0,0
177371396059000,-38.0,640.0,0,0,0,0,0
177371406434100,-38.0,640.0,0,0,0,0,0
177371416444900,-38.0,640.0,0,0,0,0,0
177371426448800,-38.0,640.0,0,0,0,0,0
177371438964600,-38.0,640.0,0,0,0,0,0
177371448964300,-38.0,640.0,0,0,0,0,0
177371459021300,-38.0,640.0,0,0,0,0,0
177371469017800,-38.0,640.0,0,0,0,0,0
177371479516700,-38.0,640.0,0,0,0,0,0
177371489522200,-38.0,640.0,0,0,0,0,0
177371499683000,-38.0,640.0,0,0,0,0,0
177371509680600,-38.0,640.0,0,0,0,0,0
177371519687300,-38.0,640.0,0,0,0,0,0
177371529920300,-38.0,640.0,0,0,0,0,0
177371539941700,-38.0,640.0,0,0,0,0,0
177371549950000,-38.0,640.0,0,0,0,0,0
177371559953400,-38.0,640.0,0,0,0,0,0
177371572520800,-38.0,640.0,0,0,0,0,0
177371582525400,-38.0,640.0,0,0,0,0,0
177371593193800,-38.0,640.0,0,0,0,0,0
177371603257000,-38.0,640.0,0,0,0,0,0
177371621368300,-38.0,640.0,0,0,0,0,0
177371639784100,-38.0,640.0,0,0,0,0,0
177371656209200,-38.0,640.0,0,0,0,0,0
177371673390600,-38.0,640.0,0,0,0,0,0
177371689725700,-38.0,640.0,0,0,0,0,0
177371706901800,-38.0,640.0,0,0,0,0,0
177371723238000,-38.0,640.0,0,0,0,0,0
177371740285000,-38.0,640.0,0,0,0,0,0
177371756702900,-38.0,640.0,0,0,0,0,0
177371773512700,-38.0,640.0,0,0,0,0,0
177371790517500,-38.0,640.0,0,0,0,0,0
177371807139600,-38.0,640.0,0,0,0,0,0
177371823576900,-38.0,640.0,0,0,0,0,0
177371840281900,-38.0,640.0,0,0,0,0,0
177371856635600,-38.0,640.0,0,0,0,0,0
177371873410600,-38.0,640.0,0,0,0,0,0
177371890412100,-38.0,640.0,0,0,0,0,0
177371907003300,-38.0,640.0,0,0,0,0,0
177371923520900,-38.0,640.0,0,0,0,0,0
177371940852900,-38.0,640.0,0,0,0,0,0
177371957520300,-38.0,640.0,0,0,0,0,0
177371973678000,-38.0,640.0,0,0,0,0,0
177371990496700,-38.0,640.0,0,0,0,0,0
177372006587500,-38.0,640.0,0,0,0,0,0
177372023137500,-38.0,640.0,0,0,0,0,0
177372039743600,-38.0,640.0,0,0,0,0,0
177372056377900,-38.0,640.0,0,0,0,0,0
177372073350300,-38.0,640.0,0,0,0,0,0
177372089613700,-38.0,640.0,0,0,0,0,0
177372106133900,-38.0,640.0,0,0,0,0,0
177372122773400,-38.0,640.0,0,0,0,0,0
177372139814400,-38.0,640.0,0,0,0,0,0
177372156901200,-38.0,640.0,0,0,0,0,0
177372174494600,-38.0,640.0,0,0,0,0,0
177372191132800,-38.0,640.0,0,0,0,0,0
177372207329300,-38.0,640.0,0,0,0,0,0
177372224496700,-38.0,640.0,0,0,0,0,0
177372239815000,-38.0,640.0,0,0,0,0,0
177372257604600,-38.0,640.0,0,0,0,0,0
177372274449100,-38.0,640.0,0,0,0,0,0
177372291642300,-38.0,640.0,0,0,0,0,0
177372307462000,-38.0,640.0,0,0,0,0,0
177372323284700,-38.0,640.0,0,0,0,0,0
177372339739300,-38.0,640.0,0,0,0,0,0
177372356758900,-38.0,640.0,0,0,0,0,0
177372373439600,-38.0,640.0,0,0,0,0,0
177372390890400,-38.0,640.0,0,0,0,0,0
177372407899300,-38.0,640.0,0,0,0,0,0
177372424133800,-38.0,640.0,0,0,0,0,0
177372440368100,-38.0,640.0,0,0,0,0,0
177372457352000,-38.0,640.0,0,0,0,0,0
177372474774500,-38.0,640.0,0,0,0,0,0
177372490690900,-38.0,640.0,0,0,0,0,0
177372507184300,-38.0,640.0,0,0,0,0,0
177372523633800,-38.0,640.0,0,0,0,0,0
177372540291700,-38.0,640.0,0,0,0,0,0
177372557751700,-38.0,640.0,0,0,0,0,0
177372574376100,-38.0,640.0,0,0,0,0,0
177372591023400,-38.0,640.0,0,0,0,0,0
177372607187600,-38.0,640.0,0,0,0,0,0
177372623992400,-38.0,640.0,0,0,0,0,0
177372640859000,-38.0,640.0,0,0,0,0,0
177372658730700,-38.0,640.0,0,0,0,0,0
177372674134300,-38.0,640.0,0,0,0,0,0
177372690944400,-38.0,640.0,0,0,0,0,0
177372707045500,-38.0,640.0,0,0,0,0,0
177372723960600,-38.0,640.0,0,0,0,0,0
177372741022700,-38.0,640.0,0,0,0,0,0
177372757592500,-38.0,640.0,0,0,0,0,0
177372774213000,-38.0,640.0,0,0,0,0,0
177372790225100,-38.0,640.0,0,0,0,0,0
177372808032600,-38.0,640.0,0,0,0,0,0
177372824317000,-38.0,640.0,0,0,0,0,0
177372840655500,-38.0,640.0,0,0,0,0,0
177372857739000,-38.0,640.0,0,0,0,0,0
177372874335300,-38.0,640.0,0,0,0,0,0
177372890360200,-38.0,640.0,0,0,0,0,0
177372907782400,-38.0,640.0,0,0,0,0,0
177372923974700,-38.0,640.0,0,0,0,0,0
177372940513900,-38.0,640.0,0,0,0,0,0
177372957461600,-38.0,640.0,0,0,0,0,0
177372973614600,-38.0,640.0,0,0,0,0,0
177372990167200,-38.0,640.0,0,0,0,0,0
177373008310500,-38.0,640.0,0,0,0,0,0
177373024989700,-38.0,640.0,0,0,0,0,0
177373041542100,-38.0,640.0,0,0,0,0,0
177373057520100,-38.0,640.0,0,0,0,0,0
177373073601700,-38.0,640.0,0,0,0,0,0
177373091588300,-38.0,640.0,0,0,0,0,0
177373107496200,-38.0,640.0,0,0,0,0,0
177373123831700,-38.0,640.0,0,0,0,0,0
177373140361800,-38.0,640.0,0,0,0,0,0
177373157897800,-38.0,640.0,0,0,0,0,0
177373173984000,-38.0,640.0,0,0,0,0,0
177373190877900,-38.0,640.0,0,0,0,0,0
177373207104700,-38.0,640.0,0,0,0,0,0
177373224068400,-38.0,640.0,0,0,0,0,0
177373240673800,-38.0,640.0,0,0,0,0,0
177373257873300,-38.0,640.0,0,0,0,0,0
177373274499800,-38.0,640.0,0,0,0,0,0
