host_timestamp,x,y,z,in_range,touch,pressure,reset
178299789588600,-125.0,727.0,0,0,0,0,0
178299817144900,-125.0,727.0,0,0,0,0,0
178299845015100,-125.0,727.0,0,0,0,0,0
178299859730900,-125.0,727.0,0,0,0,0,0
178299875811200,-125.0,727.0,0,0,0,0,0
178299897414800,-125.0,727.0,0,0,0,0,0
178299912218400,-125.0,727.0,0,0,0,0,0
178299929522300,-125.0,727.0,0,0,0,0,0
178299946963700,-125.0,727.0,0,0,0,0,0
178299962715600,-125.0,727.0,0,0,0,0,0
178299978572800,-125.0,727.0,0,0,0,0,0
178299996282200,-125.0,727.0,0,0,0,0,0
178300012458600,-125.0,727.0,0,0,0,0,0
178300027790300,-125.0,727.0,0,0,0,0,0
178300044168400,-125.0,727.0,0,0,0,0,0
178300061478500,-125.0,727.0,0,0,0,0,0
178300077972200,-125.0,727.0,0,0,0,0,0
178300093148100,-125.0,727.0,0,0,0,0,0
178300110781800,-125.0,727.0,0,0,0,0,0
178300127153000,-125.0,727.0,0,0,0,0,0
178300143715600,-125.0,727.0,0,0,0,0,0
178300160248400,-125.0,727.0,0,0,0,0,0
178300177103200,-125.0,727.0,0,0,0,0,0
178300193413000,-125.0,727.0,0,0,0,0,0
178300209652600,-125.0,727.0,0,0,0,0,0
178300226258500,-125.0,727.0,0,0,0,0,0
178300242410400,-125.0,727.0,0,0,0,0,0
178300259089700,-125.0,727.0,0,0,0,0,0
178300275919300,-125.0,727.0,0,0,0,0,0
178300292493400,-125.0,727.0,0,0,0,0,0
178300309736800,-125.0,727.0,0,0,0,0,0
178300326240600,-125.0,727.0,0,0,0,0,0
178300343104200,-125.0,727.0,0,0,0,0,0
178300358960600,-125.0,727.0,0,0,0,0,0
178300375713100,-125.0,727.0,0,0,0,0,0
178300394460500,-125.0,727.0,0,0,0,0,0
178300409288900,-125.0,727.0,0,0,0,0,0
178300425905000,-125.0,727.0,0,0,0,0,0
178300442122900,-125.0,727.0,0,0,0,0,0
178300446325300,-125.0,727.0,0,0,0,0,0
178300460326500,-125.0,727.0,0,0,0,0,0
178300477595000,-125.0,727.0,0,0,0,0,0
178300493609000,-125.0,727.0,0,0,0,0,0
178300510479600,-125.0,727.0,0,0,0,0,0
178300526438800,-125.0,727.0,0,0,0,0,0
178300536447200,-125.0,727.0,0,0,0,0,0
178300546471500,-125.0,727.0,0,0,0,0,0
178300560176300,-125.0,727.0,0,0,0,0,0
178300575957600,-125.0,727.0,0,0,0,0,0
178300585961600,-125.0,727.0,0,0,0,0,0
178300595963700,-125.0,727.0,0,0,0,0,0
178300610725500,-125.0,727.0,0,0,0,0,0
178300626641000,-125.0,727.0,0,0,0,0,0
178300637131300,-125.0,727.0,0,0,0,0,0
178300647168800,-125.0,727.0,0,0,0,0,0
178300660350800,-125.0,727.0,0,0,0,0,0
178300670357200,-125.0,727.0,0,0,0,0,0
178300680364200,-125.0,727.0,0,0,0,0,0
178300693505100,-125.0,727.0,0,0,0,0,0
178300703513900,-125.0,727.0,0,0,0,0,0
178300713560800,-125.0,727.0,0,0,0,0,0
178300726417900,-125.0,727.0,0,0,0,0,0
178300736415900,-125.0,727.0,0,0,0,0,0
178300746500300,-125.0,727.0,0,0,0,0,0
178300759500800,-125.0,727.0,0,0,0,0,0
178300769595300,-125.0,727.0,0,0,0,0,0
178300779603900,-125.0,727.0,0,0,0,0,0
178300792359300,-125.0,727.0,0,0,0,0,0
178300802362400,-125.0,727.0,0,0,0,0,0
178300812363600,-125.0,727.0,0,0,0,0,0
178300826126100,-125.0,727.0,0,0,0,0,0
178300836139400,-125.0,727.0,0,0,0,0,0
178300846136800,-125.0,727.0,0,0,0,0,0
178300858844300,-125.0,727.0,0,0,0,0,0
178300868903400,-125.0,727.0,0,0,0,0,0
178300878879600,-125.0,727.0,0,0,0,0,0
178300892439300,-125.0,727.0,0,0,0,0,0
178300903046500,-125.0,727.0,0,0,0,0,0
178300913038200,-125.0,727.0,0,0,0,0,0
178300926895700,-125.0,727.0,0,0,0,0,0
178300936899900,-125.0,727.0,0,0,0,0,0
178300946902800,-125.0,727.0,0,0,0,0,0
178300959527300,-125.0,727.0,0,0,0,0,0
178300969535200,-125.0,727.0,0,0,0,0,0
