host_timestamp,x,y,z,in_range,touch,pressure,reset
177688712236400,-183.0,785.0,0,0,0,0,0
177688734150500,-183.0,785.0,0,0,0,0,0
177688750561200,-183.0,785.0,0,0,0,0,0
177688766722200,-183.0,785.0,0,0,0,0,0
177688783298000,-183.0,785.0,0,0,0,0,0
177688801722200,-183.0,785.0,0,0,0,0,0
177688821261300,-183.0,785.0,0,0,0,0,0
177688837593700,-183.0,785.0,0,0,0,0,0
177688853841600,-183.0,785.0,0,0,0,0,0
177688870634000,-183.0,785.0,0,0,0,0,0
177688886172200,-183.0,785.0,0,0,0,0,0
177688904168400,-183.0,785.0,0,0,0,0,0
177688919821300,-183.0,785.0,0,0,0,0,0
177688936353800,-183.0,785.0,0,0,0,0,0
177688954328100,-183.0,785.0,0,0,0,0,0
177688965705000,-183.0,785.0,0,0,0,0,0
177688985138200,-183.0,785.0,0,0,0,0,0
177689003778300,-183.0,785.0,0,0,0,0,0
177689017617900,-183.0,785.0,0,0,0,0,0
177689037316300,-183.0,785.0,0,0,0,0,0
177689051683800,-183.0,785.0,0,0,0,0,0
177689069276100,-183.0,785.0,0,0,0,0,0
177689085941100,-183.0,785.0,0,0,0,0,0
177689101458900,-183.0,785.0,0,0,0,0,0
177689118012200,-183.0,785.0,0,0,0,0,0
177689134983200,-183.0,785.0,0,0,0,0,0
177689152104800,-183.0,785.0,0,0,0,0,0
177689167698300,-183.0,785.0,0,0,0,0,0
177689186495200,-183.0,785.0,0,0,0,0,0
177689203136000,-183.0,785.0,0,0,0,0,0
177689217745400,-183.0,785.0,0,0,0,0,0
177689235336000,-183.0,785.0,0,0,0,0,0
177689250522600,-183.0,785.0,0,0,0,0,0
177689267876700,-183.0,785.0,0,0,0,0,0
177689283883000,-183.0,785.0,0,0,0,0,0
177689300960000,-183.0,785.0,0,0,0,0,0
177689317017600,-183.0,785.0,0,0,0,0,0
177689333903900,-183.0,785.0,0,0,0,0,0
177689350320800,-183.0,785.0,0,0,0,0,0
177689366641800,-183.0,785.0,0,0,0,0,0
177689383530100,-183.0,785.0,0,0,0,0,0
177689398812600,-183.0,785.0,0,0,0,0,0
177689417228600,-183.0,785.0,0,0,0,0,0
177689419605100,-183.0,785.0,0,0,0,0,0
177689433494400,-183.0,785.0,0,0,0,0,0
177689450169800,-183.0,785.0,0,0,0,0,0
177689466331500,-183.0,785.0,0,0,0,0,0
