host_timestamp,x,y,z,in_range,touch,pressure,reset
177493778388800,-96.0,698.0,0,0,0,0,0
177493796383200,-96.0,698.0,0,0,0,0,0
177493813190000,-96.0,698.0,0,0,0,0,0
177493830533500,-96.0,698.0,0,0,0,0,0
177493846856500,-96.0,698.0,0,0,0,0,0
177493865569000,-96.0,698.0,0,0,0,0,0
177493884506400,-96.0,698.0,0,0,0,0,0
177493900403800,-96.0,698.0,0,0,0,0,0
177493917143700,-96.0,698.0,0,0,0,0,0
177493953255200,-96.0,698.0,0,0,0,0,0
177493996222800,-96.0,698.0,0,0,0,0,0
177494014096600,-96.0,698.0,0,0,0,0,0
177494031474900,-96.0,698.0,0,0,0,0,0
177494048761700,-96.0,698.0,0,0,0,0,0
177494063324100,-96.0,698.0,0,0,0,0,0
177494082435000,-96.0,698.0,0,0,0,0,0
177494098429300,-96.0,698.0,0,0,0,0,0
177494116075700,-96.0,698.0,0,0,0,0,0
177494132625800,-96.0,698.0,0,0,0,0,0
177494148277100,-96.0,698.0,0,0,0,0,0
177494164952600,-96.0,698.0,0,0,0,0,0
177494181867300,-96.0,698.0,0,0,0,0,0
177494196821800,-96.0,698.0,0,0,0,0,0
177494213854200,-96.0,698.0,0,0,0,0,0
177494229209900,-96.0,698.0,0,0,0,0,0
177494246197100,-96.0,698.0,0,0,0,0,0
177494262141700,-96.0,698.0,0,0,0,0,0
177494279944300,-96.0,698.0,0,0,0,0,0
177494296635900,-96.0,698.0,0,0,0,0,0
177494313961100,-96.0,698.0,0,0,0,0,0
177494330433200,-96.0,698.0,0,0,0,0,0
177494347886800,-96.0,698.0,0,0,0,0,0
177494363864800,-96.0,698.0,0,0,0,0,0
177494381349800,-96.0,698.0,0,0,0,0,0
177494397660000,-96.0,698.0,0,0,0,0,0
177494413260300,-96.0,698.0,0,0,0,0,0
177494430407700,-96.0,698.0,0,0,0,0,0
177494446423200,-96.0,698.0,0,0,0,0,0
177494463572100,-96.0,698.0,0,0,0,0,0
177494480012600,-96.0,698.0,0,0,0,0,0
177494497220000,-96.0,698.0,0,0,0,0,0
177494512830700,-96.0,698.0,0,0,0,0,0
177494531082900,-96.0,698.0,0,0,0,0,0
177494547185000,-96.0,698.0,0,0,0,0,0
177494566065400,-96.0,698.0,0,0,0,0,0
177494580303200,-96.0,698.0,0,0,0,0,0
177494596630300,-96.0,698.0,0,0,0,0,0
177494613225200,-96.0,698.0,0,0,0,0,0
177494629563300,-96.0,698.0,0,0,0,0,0
177494646786600,-96.0,698.0,0,0,0,0,0
177494663126000,-96.0,698.0,0,0,0,0,0
177494679416300,-96.0,698.0,0,0,0,0,0
177494698058500,-96.0,698.0,0,0,0,0,0
177494713389300,-96.0,698.0,0,0,0,0,0
177494729544200,-96.0,698.0,0,0,0,0,0
177494745579100,-96.0,698.0,0,0,0,0,0
177494762881000,-96.0,698.0,0,0,0,0,0
177494779275600,-96.0,698.0,0,0,0,0,0
177494795812700,-96.0,698.0,0,0,0,0,0
177494812145100,-96.0,698.0,0,0,0,0,0
177494829116400,-96.0,698.0,0,0,0,0,0
177494845972100,-96.0,698.0,0,0,0,0,0
177494862651600,-96.0,698.0,0,0,0,0,0
177494879478500,-96.0,698.0,0,0,0,0,0
177494896481100,-96.0,698.0,0,0,0,0,0
177494912607800,-96.0,698.0,0,0,0,0,0
177494930013600,-96.0,698.0,0,0,0,0,0
177494946911400,-96.0,698.0,0,0,0,0,0
177494961624900,-96.0,698.0,0,0,0,0,0
177494979263100,-96.0,698.0,0,0,0,0,0
177494997208400,-96.0,698.0,0,0,0,0,0
177495012991000,-96.0,698.0,0,0,0,0,0
177495030498800,-96.0,698.0,0,0,0,0,0
177495047029300,-96.0,698.0,0,0,0,0,0
177495063760600,-96.0,698.0,0,0,0,0,0
177495079468600,-96.0,698.0,0,0,0,0,0
177495095901400,-96.0,698.0,0,0,0,0,0
177495112653200,-96.0,698.0,0,0,0,0,0
177495129181100,-96.0,698.0,0,0,0,0,0
177495146781700,-96.0,698.0,0,0,0,0,0
177495162706000,-96.0,698.0,0,0,0,0,0
177495179482700,-96.0,698.0,0,0,0,0,0
177495196031900,-96.0,698.0,0,0,0,0,0
177495212389200,-96.0,698.0,0,0,0,0,0
177495222391700,-96.0,698.0,0,0,0,0,0
177495232430300,-96.0,698.0,0,0,0,0,0
177495246935300,-96.0,698.0,0,0,0,0,0
177495263136300,-96.0,698.0,0,0,0,0,0
177495279699900,-96.0,698.0,0,0,0,0,0
177495296028000,-96.0,698.0,0,0,0,0,0
177495306035600,-96.0,698.0,0,0,0,0,0
177495316043600,-96.0,698.0,0,0,0,0,0
177495329825700,-96.0,698.0,0,0,0,0,0
177495339826900,-96.0,698.0,0,0,0,0,0
177495349896800,-96.0,698.0,0,0,0,0,0
177495363016900,-96.0,698.0,0,0,0,0,0
177495373666200,-96.0,698.0,0,0,0,0,0
177495383699900,-96.0,698.0,0,0,0,0,0
177495395919600,-96.0,698.0,0,0,0,0,0
177495406731200,-96.0,698.0,0,0,0,0,0
177495416736300,-96.0,698.0,0,0,0,0,0
177495431481400,-96.0,698.0,0,0,0,0,0
177495447602700,-96.0,698.0,0,0,0,0,0
177495462708800,-96.0,698.0,0,0,0,0,0
177495468193900,-96.0,698.0,0,0,0,0,0
177495480128000,-96.0,698.0,0,0,0,0,0
177495490134600,-96.0,698.0,0,0,0,0,0
177495500130600,-96.0,698.0,0,0,0,0,0
177495512397300,-96.0,698.0,0,0,0,0,0
177495522407400,-96.0,698.0,0,0,0,0,0
