host_timestamp,arduino_timestamp,ax,ay,az,gx,gy,gz,x,y,z,in_range,touch,pressure,reset
86125668245,2678.602,-8.3581,1.7073,5.3336,0.2285,-0.2053,-0.1075,1089.9189745937283,464.0315861753262,0.0,1,1.0,4608.0,0
86125779697,2678.613,-8.4024,2.016,5.0895,0.347,-0.099,-0.0024,1089.9189745937283,464.0315861753262,0.0,1,1.0,4928.0,0
86125894591,2678.625,-8.4084,2.461,4.7234,0.2908,-0.0819,0.0269,1089.9189745937283,464.0315861753262,0.0,1,1.0,7712.0,0
86126008285,2678.636,-8.4203,2.5352,4.8718,0.2749,-0.0574,0.0342,1089.9189745937283,469.4515907530328,0.0,1,1.0,11008.0,0
86126128400,2678.647,-8.4299,2.6596,4.7402,0.2798,0.0195,0.0733,1090.2705424582284,470.5136186770428,0.0,1,1.0,14976.0,0
86126237990,2678.659,-8.3868,2.7051,4.4052,0.1576,-0.0073,0.0501,1090.4463263904784,470.6967269398032,0.0,1,1.0,16256.0,0
86126353510,2678.67,-8.546,2.4634,4.6445,0.0929,-0.0281,0.0452,1090.739299610895,470.6967269398032,0.0,1,1.0,19615.0,0
86126533308,2678.6820000000002,-8.8881,1.4716,6.0766,0.5925,0.4899,0.2969,1091.2666514076448,469.96429388876174,0.0,1,1.0,21247.0,0
86126648628,2678.7000000000003,-8.7529,1.5541,5.7332,0.8638,0.8234,0.5143,1092.1455710688945,464.21469443808655,0.0,1,1.0,25247.0,0
86126765123,2678.7110000000002,-8.5017,1.9047,5.1996,1.0629,1.058,0.6585,1092.1455710688945,464.21469443808655,0.0,1,1.0,25247.0,0
86126871829,2678.722,-8.2349,2.5771,4.3956,1.1558,1.2278,0.7526,1093.1416800183108,453.2648203250173,0.0,1,1.0,29439.0,0
86126985530,2678.734,-8.2086,2.991,3.8225,1.08,1.1435,0.6805,1095.1924925612268,432.701762417029,0.0,1,1.0,32992.0,0
86127103562,2678.745,-8.1583,3.2985,3.5127,0.9737,0.9542,0.529,1097.2433051041428,420.72648203250174,0.0,1,1.0,34499.0,0
86127213433,2678.756,-8.1571,3.4684,3.2148,0.8601,0.6683,0.3482,1098.4737926298924,416.258640421149,0.0,1,1.0,34788.0,0
86127329380,2678.768,-8.1942,3.6096,3.46,0.7624,0.3677,0.1955,1099.8214694438086,412.9993133440146,0.0,1,1.0,35044.0,0
86127443162,2678.779,-8.266,3.8572,3.746,0.7135,0.2419,0.0977,1099.8214694438086,412.9993133440146,0.0,1,1.0,35044.0,0
86127551954,2678.79,-8.4419,4.2305,3.4349,0.6903,0.0977,-0.033,1102.5754177157244,409.70336461432817,0.0,1,1.0,35141.0,0
86127668617,2678.802,-8.4933,4.1551,2.1679,0.4557,-0.518,-0.573,1105.2121766994735,409.33714808880745,0.0,1,1.0,35686.0,0
86127784004,2678.813,-8.3354,3.7842,2.7984,0.2651,-0.8943,-0.799,1108.845044632639,413.7683680476081,0.0,1,1.0,37160.0,0
86127892337,2678.824,-8.2947,3.3188,3.9278,0.2016,-1.0238,-0.8809,1111.3646143282217,418.2362096589609,0.0,1,1.0,38443.0,0
86128005886,2678.8360000000002,-8.321,3.2327,4.2233,0.2248,-0.9725,-0.8406,1117.1654840924698,429.77203021286334,0.0,1,1.0,39629.0,0
86128122672,2678.847,-8.3234,3.5378,3.8369,0.1124,-0.9285,-0.7905,1119.9780270084689,436.1075761043717,0.0,1,1.0,40014.0,0
86128232551,2678.858,-8.3868,3.5342,3.8764,-0.099,-0.887,-0.7575,1122.7612726024263,442.40650034332793,0.0,1,1.0,40623.0,0
86128350989,2678.87,-8.6034,3.0018,4.4698,-0.2321,-0.7282,-0.6536,1130.7887388418403,461.79766536964985,0.0,1,1.0,41008.0,0
86128469347,2678.881,-8.6788,2.6357,4.3502,-0.2053,-0.4093,-0.4032,1130.7887388418403,461.79766536964985,0.0,1,1.0,41008.0,0
86128573498,2678.893,-8.9073,2.6501,4.0941,-0.4129,-0.1503,-0.0794,1131.726253147173,463.92172121767,0.0,1,1.0,40912.0,0
86128687826,2678.904,-9.0544,1.8365,4.9675,-0.3702,-0.0342,-0.0367,1132.6637674525064,464.7273975738156,0.0,1,1.0,38603.0,0
86128803525,2678.915,-8.9324,1.2191,5.4544,-0.1124,0.2834,0.2297,1132.8395513847563,463.5921263447013,0.0,1,1.0,29119.0,0
86128912662,2678.927,-9.6981,1.7731,4.3633,0.0098,0.4875,0.5864,1132.8395513847563,461.1018539711605,0.0,1,1.0,22879.0,0
