host_timestamp,arduino_timestamp,ax,ay,az,gx,gy,gz,x,y,z,in_range,touch,pressure,reset
70904168777,1156.467,-8.1523,2.5795,4.6756,0.2321,0.0379,0.0098,1113.474021515221,542.0723277637903,0.0,1,1.0,7840.0,0
70904280229,1156.478,-8.2995,2.5113,4.5583,0.1246,-0.0208,0.0171,1113.474021515221,542.0723277637903,0.0,1,1.0,7840.0,0
70904400209,1156.489,-8.3713,2.2026,5.1529,0.0623,0.0049,0.0953,1113.474021515221,542.0723277637903,0.0,1,1.0,7840.0,0
70904519478,1156.501,-8.4957,2.0148,5.7117,0.2101,0.1894,0.2639,1113.474021515221,542.0723277637903,0.0,1,1.0,7840.0,0
70904624346,1156.512,-8.6596,2.0243,6.0885,0.7538,0.8552,0.6891,1113.474021515221,542.0723277637903,0.0,1,1.0,7840.0,0
70904732102,1156.523,-8.5017,2.1942,5.9139,1.1044,1.2547,0.8931,1113.474021515221,542.0723277637903,0.0,1,1.0,7840.0,0
70904846091,1156.535,-8.1858,2.6273,5.3779,1.273,1.5748,1.0458,1113.474021515221,542.0723277637903,0.0,1,1.0,7840.0,0
70904958635,1156.546,-8.0136,3.1825,4.5176,1.2107,1.7459,1.1142,1107.0872053101396,521.8937972075989,0.0,1,1.0,24447.0,0
70905074659,1156.557,-7.9454,3.4624,3.8189,0.9945,1.7226,1.0641,1102.0480659189743,504.02243076218815,0.0,1,1.0,27967.0,0
70905190698,1156.569,-7.9896,3.5713,3.3117,0.7758,1.5443,0.92,1096.1886015106431,483.58754863813226,0.0,1,1.0,30303.0,0
70905300893,1156.58,-8.2002,3.6407,2.6225,0.5205,1.1924,0.6903,1096.1886015106431,483.58754863813226,0.0,1,1.0,30303.0,0
70905418364,1156.5910000000001,-8.4144,3.6861,2.8678,0.3005,0.4386,0.2908,1091.0322728313115,465.2767223620966,0.0,1,1.0,31199.0,0
70905533862,1156.603,-8.3737,3.9541,3.1382,0.2053,0.2468,0.1906,1091.0322728313115,465.2767223620966,0.0,1,1.0,31199.0,0
70905640274,1156.614,-8.3809,4.0343,3.2016,0.1222,0.099,0.1014,1088.1025406271458,452.8253604943924,0.0,1,1.0,31487.0,0
70905759129,1156.625,-8.4467,3.99,3.3954,0.1173,-0.0269,0.0257,1088.1025406271458,452.8253604943924,0.0,1,1.0,31487.0,0
70905874184,1156.637,-8.6034,4.2102,3.606,0.1381,-0.0696,-0.0635,1087.4579995422291,442.6628519111924,0.0,1,1.0,31551.0,0
70905982706,1156.648,-8.7589,4.3705,2.8642,-0.0195,-0.1967,-0.2676,1087.4579995422291,442.6628519111924,0.0,1,1.0,31551.0,0
70906102343,1156.659,-8.7709,4.0199,2.1811,-0.1588,-0.5571,-0.5534,1087.8095674067292,442.5896086060883,0.0,1,1.0,31199.0,0
70906221254,1156.671,-8.6261,3.3954,2.7182,-0.2126,-0.8735,-0.7795,1090.4463263904784,445.3362325474936,0.0,1,1.0,31103.0,0
70906325335,1156.682,-8.5675,2.5531,4.459,0.1552,-0.854,-0.7941,1090.4463263904784,445.3362325474936,0.0,1,1.0,31103.0,0
70906438889,1156.693,-8.4156,2.4323,4.8191,0.3653,-0.6255,-0.6463,1099.9972533760586,458.4284733348593,0.0,1,1.0,30623.0,0
70906555549,1156.705,-8.2325,2.7111,4.9208,0.5657,-0.3018,-0.3897,1107.790341039139,467.9501029983978,0.0,1,1.0,30303.0,0
70906667553,1156.7160000000001,-8.2481,3.6754,4.4064,0.5278,-0.0012,-0.1307,1107.790341039139,467.9501029983978,0.0,1,1.0,30303.0,0
70906780051,1156.727,-8.3809,4.0714,4.0522,0.3665,0.1442,-0.0476,1114.8216983291372,473.8828107118334,0.0,1,1.0,29279.0,0
70906899264,1156.739,-8.3569,3.344,4.5655,0.3384,0.3042,0.0428,1119.5678644998857,475.23781185626,0.0,1,1.0,28575.0,0
70907008972,1156.75,-8.2648,2.7972,4.8957,0.3873,0.5693,0.2346,1119.5678644998857,475.23781185626,0.0,1,1.0,28575.0,0
70907121105,1156.761,-8.2588,3.5055,3.7651,0.3934,0.8796,0.496,1119.5678644998857,475.23781185626,0.0,1,1.0,28575.0,0
70907240333,1156.773,-8.4024,3.5103,3.5198,0.3274,0.8589,0.4948,1121.8823529411766,462.7864499885558,0.0,1,1.0,29087.0,0
70907350890,1156.784,-8.4706,3.4193,3.3583,0.3421,0.854,0.5058,1121.8823529411766,462.7864499885558,0.0,1,1.0,29087.0,0
70907460972,1156.795,-8.601,3.4505,3.0353,0.2407,0.7685,0.4753,1119.3334859235524,453.1915770199131,0.0,1,1.0,30399.0,0
70907584069,1156.807,-8.8307,3.411,2.9073,0.1943,0.6341,0.4105,1114.9974822613872,439.1105516136415,0.0,1,1.0,31711.0,0
70907688998,1156.818,-8.9515,3.6395,2.747,0.1185,0.4948,0.3372,1114.9974822613872,439.1105516136415,0.0,1,1.0,31711.0,0
70907797612,1156.829,-8.9886,3.9625,2.479,0.0134,0.3201,0.2321,1114.9974822613872,439.1105516136415,0.0,1,1.0,31711.0,0
70907919499,1156.8410000000001,-9.0413,4.1204,2.1559,-0.0098,0.1503,0.121,1112.360723277638,426.7690547035935,0.0,1,1.0,29087.0,0
70908029498,1156.852,-10.2269,3.8847,1.9047,0.0195,-0.3653,0.1295,1112.360723277638,426.7690547035935,0.0,1,1.0,29087.0,0
70908140624,1156.863,-9.746,3.7196,2.7075,0.0684,-0.595,0.1552,1112.360723277638,424.2787823300527,0.0,1,1.0,14656.0,0
70908256435,1156.875,-8.9025,3.4792,3.1968,0.0257,-0.6451,0.1906,1112.360723277638,424.2787823300527,0.0,1,1.0,14656.0,0
