host_timestamp,arduino_timestamp,ax,ay,az,gx,gy,gz,x,y,z,in_range,touch,pressure,reset
65886633118,654.718,-8.284,2.7123,4.1073,0.1845,-0.1442,-0.1075,1215.223620965896,371.8365758754864,0.0,1,1.0,5888.0,0
65886744876,654.729,-8.3234,3.3296,3.7089,0.1478,-0.1808,-0.0684,1215.223620965896,371.8365758754864,0.0,1,1.0,5888.0,0
65886859030,654.74,-8.3557,3.9135,3.5521,-0.0501,-0.2676,-0.0806,1215.223620965896,371.8365758754864,0.0,1,1.0,14816.0,0
65887043636,654.7520000000001,-8.2373,4.0451,3.6706,-0.1991,-0.3262,-0.099,1215.223620965896,371.8365758754864,0.0,1,1.0,19071.0,0
65887159383,654.77,-8.1655,3.5498,4.3848,-0.2627,-0.2981,-0.0794,1210.4774547951477,377.3298237582972,0.0,1,1.0,18879.0,0
65887273642,654.7810000000001,-8.278,3.119,4.5392,-0.2578,-0.2334,-0.0147,1205.7898832684823,377.5861753261617,0.0,1,1.0,18943.0,0
65887385031,654.793,-8.4742,2.8534,4.532,-0.2651,-0.1686,0.0195,1205.7898832684823,377.5861753261617,0.0,1,1.0,18943.0,0
65887498550,654.804,-8.5328,2.6871,4.5368,-0.2773,-0.1026,0.0733,1195.9459830624858,376.5241474021514,0.0,1,1.0,20223.0,0
65887613550,654.815,-8.6453,2.4826,4.3621,-0.3103,0.0476,0.1772,1188.738841840238,373.8873884184024,0.0,1,1.0,21695.0,0
65887727004,654.827,-8.7159,2.2875,4.3178,-0.3128,0.1112,0.2053,1185.105973907073,372.0929274433509,0.0,1,1.0,21919.0,0
65887839941,654.838,-8.7984,2.0411,4.4124,-0.2651,0.1747,0.2407,1181.5902952620738,370.04211490043485,0.0,1,1.0,22239.0,0
65887955063,654.849,-8.8606,1.9083,4.5559,-0.2004,0.2578,0.2798,1175.5550469214925,364.988326848249,0.0,1,1.0,23199.0,0
65888066383,654.861,-8.8834,1.5505,4.5978,-0.1429,0.2883,0.2505,1175.5550469214925,364.988326848249,0.0,1,1.0,23199.0,0
65888179520,654.872,-8.8798,1.3555,4.7019,0.0171,0.3005,0.2443,1169.8127718013277,356.6385900663768,0.0,1,1.0,25631.0,0
65888293663,654.883,-8.8164,1.7013,4.9292,0.2101,0.3543,0.2541,1169.168230716411,351.8411535820554,0.0,1,1.0,26463.0,0
65888406791,654.895,-8.7482,2.0495,4.9208,0.3445,0.4423,0.2541,1169.168230716411,349.6804760814832,0.0,1,1.0,26463.0,0
65888519420,654.9060000000001,-8.5173,2.4694,4.5272,0.5962,0.5241,0.204,1170.3401235980775,347.73952849622344,0.0,1,1.0,26463.0,0
65888633839,654.917,-8.4191,2.747,4.1575,0.6573,0.4801,0.16,1170.3401235980775,347.73952849622344,0.0,1,1.0,26463.0,0
65888747586,654.929,-8.4024,3.0377,3.9972,0.7257,0.4154,0.1173,1174.2073701075765,344.1872281986725,0.0,1,1.0,26527.0,0
65888860916,654.94,-8.3821,3.2949,3.8094,0.7526,0.3372,0.0513,1174.2073701075765,344.1872281986725,0.0,1,1.0,26527.0,0
65888973144,654.951,-8.4359,3.5569,3.4409,0.7526,0.2138,-0.0269,1174.2073701075765,344.1872281986725,0.0,1,1.0,26527.0,0
65889091411,654.963,-8.4419,3.5821,3.1478,0.6866,0.0208,-0.1637,1174.2073701075765,344.1872281986725,0.0,1,1.0,26527.0,0
65889202184,654.974,-8.412,3.5509,3.1071,0.6878,-0.1869,-0.2517,1174.2073701075765,344.1872281986725,0.0,1,1.0,26527.0,0
65889320582,654.985,-8.3258,4.0941,2.9898,0.5644,-0.5583,-0.4691,1174.2073701075765,344.1872281986725,0.0,1,1.0,26527.0,0
65889431258,654.997,-8.26,4.1324,2.7781,0.4105,-0.7941,-0.5999,1174.2073701075765,344.1872281986725,0.0,1,1.0,26527.0,0
65889540981,655.008,-8.1248,4.0128,3.0628,0.2737,-0.9933,-0.672,1174.2073701075765,344.1872281986725,0.0,1,1.0,26527.0,0
65889660013,655.019,-8.0638,4.0822,3.1813,0.0929,-1.1374,-0.7245,1174.2073701075765,344.1872281986725,0.0,1,1.0,26527.0,0
65889768708,655.0310000000001,-8.1212,4.0522,3.0867,-0.1307,-1.2901,-0.7978,1174.2073701075765,344.1872281986725,0.0,1,1.0,26527.0,0
65889878957,655.042,-8.2086,3.7866,3.3835,-0.3189,-1.3622,-0.8222,1224.0714122224765,389.1586175326162,0.0,1,1.0,32639.0,0
65889995930,655.053,-8.3557,3.3954,4.2233,-0.4081,-1.2901,-0.7648,1230.5168230716413,405.7848477912565,0.0,1,1.0,32768.0,0
65890103939,655.065,-8.6201,2.5507,5.1781,-0.4178,-1.0556,-0.6365,1230.5168230716413,405.7848477912565,0.0,1,1.0,32768.0,0
65890217694,655.076,-8.8044,2.5926,5.3408,-0.2492,-0.4093,-0.215,1236.083314259556,421.5321583886473,0.0,1,1.0,32800.0,0
65890334791,655.087,-8.656,2.9432,4.7127,-0.2615,-0.1197,-0.0782,1240.888075074388,436.803387502861,0.0,1,1.0,32543.0,0
